,operateur,libelle_categorie_consommation,libelle_grand_secteur,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,libelle_region
1915,Enedis,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,171893.4994,1670,0.944,0,Auvergne-Rhône-Alpes
1916,Enedis,Entreprises,Tertiaire,"Commerce de gros, à l'exception des automobiles et des motocycles",660781.2195,3017,0.974,0,Auvergne-Rhône-Alpes
1917,Enedis,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",1485557.548,5001,0.975,0,Auvergne-Rhône-Alpes
1918,Enedis,Entreprises,Tertiaire,Télécommunications,212029.8898,358,0.989,0,Auvergne-Rhône-Alpes
1919,Enedis,Entreprises,Tertiaire,"Programmation, conseil et autres activités informatiques",99325.99338,153,0.989,0,Auvergne-Rhône-Alpes
1920,Enedis,Entreprises,Tertiaire,Activités immobilières,1087566.624,8353,0.956,0,Auvergne-Rhône-Alpes
1921,Enedis,Entreprises,Tertiaire,Activités juridiques et comptables,16856.7672,242,0.906,0,Auvergne-Rhône-Alpes
1922,Enedis,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,539321.4132,2531,0.969,0,Auvergne-Rhône-Alpes
1923,Enedis,Entreprises,Tertiaire,Publicité et études de marché,6880.996278,60,0.943,0,Auvergne-Rhône-Alpes
1924,Enedis,Entreprises,Tertiaire,"Autres activités spécialisées, scientifiques et techniques",10251.06198,74,0.958,0,Auvergne-Rhône-Alpes
1925,Enedis,Entreprises,Tertiaire,Services relatifs aux bâtiments et aménagement paysager,56307.48922,451,0.955,0,Auvergne-Rhône-Alpes
1926,Enedis,Entreprises,Tertiaire,Activités pour la santé humaine,771426.4614,824,0.995,0,Auvergne-Rhône-Alpes
1927,Enedis,Entreprises,Tertiaire,"Bibliothèques, archives, musées et autres activités culturelles",16575.53772,54,0.981,0,Auvergne-Rhône-Alpes
1928,Enedis,Entreprises,Tertiaire,Activités des organisations associatives,65059.62452,592,0.952,0,Auvergne-Rhône-Alpes
1929,Enedis,Entreprises,Tertiaire,Autres services personnels,58520.52943,332,0.976,0,Auvergne-Rhône-Alpes
1930,Enedis,Entreprises,Tertiaire,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,1076.465315,21,0.854,0,Auvergne-Rhône-Alpes
1931,Enedis,Entreprises,Tertiaire,Activités des organisations et organismes extraterritoriaux,8073.802851,48,0.944,0,Auvergne-Rhône-Alpes
1932,Enedis,Petits professionels,Tertiaire,0,4461733.996,542217,0.791,0,Auvergne-Rhône-Alpes
1933,Enedis,Entreprises,Agriculture,0,168686.1292,1419,0.971,0,Provence-Alpes-Côte d'Azur
1934,Enedis,Entreprises,Agriculture,0,512.2987072,10,0.962,0,Provence-Alpes-Côte d'Azur
1935,Enedis,Entreprises,Industrie,Industries alimentaires,491254.6995,1509,0.978,0,Provence-Alpes-Côte d'Azur
1936,Enedis,Entreprises,Industrie,Industrie de l'habillement,1072.529286,15,0.896,0,Provence-Alpes-Côte d'Azur
1937,Enedis,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",7318.202668,79,0.961,0,Provence-Alpes-Côte d'Azur
1938,Enedis,Entreprises,Industrie,Industrie du papier et du carton,75840.65019,50,0.998,0,Provence-Alpes-Côte d'Azur
1939,Enedis,Entreprises,Industrie,Métallurgie,23136.98361,16,0.997,0,Provence-Alpes-Côte d'Azur
1940,Enedis,Entreprises,Industrie,Fabrication d'équipements électriques,17352.39316,35,0.993,0,Provence-Alpes-Côte d'Azur
1941,Enedis,Entreprises,Industrie,Autres industries manufacturières,24334.91213,54,0.991,0,Provence-Alpes-Côte d'Azur
1942,Enedis,Entreprises,Industrie,Construction de bâtiments,43738.93154,632,0.95,0,Provence-Alpes-Côte d'Azur
1943,Enedis,Entreprises,Industrie,0,150.4239504,4,0.873,0,Provence-Alpes-Côte d'Azur
1944,Enedis,Entreprises,Industrie,0,179.9785268,1,0.998,0,Provence-Alpes-Côte d'Azur
1945,Enedis,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",437802.0689,1080,0.991,0,Provence-Alpes-Côte d'Azur
1946,Enedis,Entreprises,Tertiaire,Dépollution et autres services de gestion des déchets,324.1165859,7,0.958,0,Provence-Alpes-Côte d'Azur
1947,Enedis,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,101945.4355,921,0.945,0,Provence-Alpes-Côte d'Azur
1948,Enedis,Entreprises,Tertiaire,Transports par eau,12830.20273,16,0.994,0,Provence-Alpes-Côte d'Azur
1949,Enedis,Entreprises,Tertiaire,Transports aériens,9611.522086,6,0.997,0,Provence-Alpes-Côte d'Azur
1950,Enedis,Entreprises,Tertiaire,Activités de poste et de courrier,30764.69329,184,0.941,0,Provence-Alpes-Côte d'Azur
1951,Enedis,Entreprises,Tertiaire,Hébergement,525981.2269,2173,0.975,0,Provence-Alpes-Côte d'Azur
1952,Enedis,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",14299.88861,63,0.984,0,Provence-Alpes-Côte d'Azur
1953,Enedis,Entreprises,Tertiaire,"Programmation, conseil et autres activités informatiques",35290.44352,91,0.987,0,Provence-Alpes-Côte d'Azur
1954,Enedis,Entreprises,Tertiaire,Services d'information,87160.3944,25,0.998,0,Provence-Alpes-Côte d'Azur
1955,Enedis,Entreprises,Tertiaire,Activités juridiques et comptables,10182.0829,135,0.901,0,Provence-Alpes-Côte d'Azur
1956,Enedis,Entreprises,Tertiaire,Recherche-développement scientifique,86062.91692,113,0.995,0,Provence-Alpes-Côte d'Azur
1957,Enedis,Entreprises,Tertiaire,"Autres activités spécialisées, scientifiques et techniques",11487.82062,55,0.97,0,Provence-Alpes-Côte d'Azur
1958,Enedis,Entreprises,Tertiaire,Activités vétérinaires,1553.076135,20,0.94,0,Provence-Alpes-Côte d'Azur
1959,Enedis,Entreprises,Tertiaire,Activités de location et location-bail,11306.83234,137,0.942,0,Provence-Alpes-Côte d'Azur
1960,Enedis,Entreprises,Tertiaire,Enquêtes et sécurité,2255.566152,19,0.904,0,Provence-Alpes-Côte d'Azur
1961,Enedis,Entreprises,Tertiaire,Activités administratives et autres activités de soutien aux entreprises,91783.72204,292,0.986,0,Provence-Alpes-Côte d'Azur
1962,Enedis,Entreprises,Tertiaire,Enseignement,277021.3579,1105,0.982,0,Provence-Alpes-Côte d'Azur
1963,Enedis,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",94538.03166,511,0.975,0,Provence-Alpes-Côte d'Azur
1964,Enedis,Entreprises,Tertiaire,Activités des organisations associatives,68724.22858,474,0.967,0,Provence-Alpes-Côte d'Azur
1965,Enedis,Entreprises,Tertiaire,Autres services personnels,32352.30923,271,0.973,0,Provence-Alpes-Côte d'Azur
1966,Enedis,Entreprises,Tertiaire,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,32826.67774,433,0.922,0,Provence-Alpes-Côte d'Azur
1967,Enedis,Petits professionels,Industrie,0,250645.339,23736,0.0,0,Provence-Alpes-Côte d'Azur
1968,Enedis,Petits professionels,Tertiaire,0,3275223.752,404517,0.0,0,Provence-Alpes-Côte d'Azur
1969,Enedis,Entreprises,Industrie,Construction de bâtiments,16.5905,1,1.0,0,Non affecté à une région
1970,Enedis,Entreprises,Tertiaire,"Activités créatives, artistiques et de spectacle",252.185691,1,0.0,0,Non affecté à une région
1971,Enedis,Petits professionels,Agriculture,0,85.96723341,2,0.0,0,Non affecté à une région
1972,Enedis,Petits professionels,Secteur Inconnu,0,1210.947567,77,0.00311,0,Non affecté à une région
1973,Energie développement services du Briançonnais,Entreprises,Industrie,Construction de bâtiments,154.0,2,1.0,0,Provence-Alpes-Côte d'Azur
1974,Energie développement services du Briançonnais,Entreprises,Tertiaire,"Captage, traitement et distribution d'eau",2807.0,7,1.0,0,Provence-Alpes-Côte d'Azur
1975,Energie développement services du Briançonnais,Entreprises,Tertiaire,Hébergement,970.0,9,1.0,0,Provence-Alpes-Côte d'Azur
1976,Energie développement services du Briançonnais,Entreprises,Tertiaire,Télécommunications,371.0,3,1.0,0,Provence-Alpes-Côte d'Azur
1977,Energie développement services du Briançonnais,Entreprises,Tertiaire,"Activités des services financiers, hors assurance et caisses de retraite",256.0,5,1.0,0,Provence-Alpes-Côte d'Azur
1978,Energie développement services du Briançonnais,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,3329.0,31,1.0,0,Provence-Alpes-Côte d'Azur
1979,Energie développement services du Briançonnais,Entreprises,Tertiaire,Action sociale sans hébergement,99.0,1,1.0,0,Provence-Alpes-Côte d'Azur
1980,Energie développement services du Briançonnais,Entreprises,Tertiaire,Organisation de jeux de hasard et d'argent,558.0,2,1.0,0,Provence-Alpes-Côte d'Azur
1981,Energie développement services du Briançonnais,Entreprises,Secteur Inconnu,0,18.0,1,1.0,0,Provence-Alpes-Côte d'Azur
1982,Energie développement services du Briançonnais,Petits professionels,Industrie,0,673.0,86,1.0,0,Provence-Alpes-Côte d'Azur
1983,Energie développement services du Briançonnais,Petits professionels,Tertiaire,0,9300.0,1577,1.0,0,Provence-Alpes-Côte d'Azur
1984,Energie développement services du Briançonnais,Petits professionels,Secteur Inconnu,0,3689.0,881,1.0,0,Provence-Alpes-Côte d'Azur
1985,Energie et services de Seyssel,Entreprises,Industrie,Industries alimentaires,15532.803,18,1.0,0,Auvergne-Rhône-Alpes
1986,Energie et services de Seyssel,Entreprises,Industrie,Fabrication de boissons,146.045,1,1.0,0,Auvergne-Rhône-Alpes
1987,Energie et services de Seyssel,Entreprises,Industrie,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",1583.733,3,1.0,0,Auvergne-Rhône-Alpes
1988,Energie et services de Seyssel,Entreprises,Industrie,Fabrication de produits en caoutchouc et en plastique,350.306,2,1.0,0,Auvergne-Rhône-Alpes
1989,Energie et services de Seyssel,Entreprises,Industrie,Fabrication d'équipements électriques,3048.426,2,1.0,0,Auvergne-Rhône-Alpes
1990,Energie et services de Seyssel,Entreprises,Industrie,Fabrication de meubles,120.909,2,1.0,0,Auvergne-Rhône-Alpes
1991,Energie et services de Seyssel,Entreprises,Industrie,Génie civil,195.139,1,1.0,0,Auvergne-Rhône-Alpes
1992,Energie et services de Seyssel,Entreprises,Industrie,Travaux de construction spécialisés,2100.264,34,0.93,0,Auvergne-Rhône-Alpes
1993,Energie et services de Seyssel,Entreprises,Industrie,0,902.254,2,1.0,0,Auvergne-Rhône-Alpes
1994,Energie et services de Seyssel,Entreprises,Tertiaire,"Commerce de détail, à l'exception des automobiles et des motocycles",6532.634,26,0.982,0,Auvergne-Rhône-Alpes
1995,Energie et services de Seyssel,Entreprises,Tertiaire,Transports terrestres et transport par conduites,263.703,4,1.0,0,Auvergne-Rhône-Alpes
1996,Energie et services de Seyssel,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,1324.312,7,1.0,0,Auvergne-Rhône-Alpes
1997,Energie et services de Seyssel,Entreprises,Tertiaire,Restauration,1196.921,11,0.907,0,Auvergne-Rhône-Alpes
1998,Energie et services de Seyssel,Entreprises,Tertiaire,"Programmation, conseil et autres activités informatiques",130.143,1,1.0,0,Auvergne-Rhône-Alpes
1999,Energie et services de Seyssel,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,1685.168,5,1.0,0,Auvergne-Rhône-Alpes
2000,Energie et services de Seyssel,Entreprises,Tertiaire,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,215.504,4,1.0,0,Auvergne-Rhône-Alpes
2001,Energie et services de Seyssel,Entreprises,Tertiaire,Activités de location et location-bail,167.077,2,1.0,0,Auvergne-Rhône-Alpes
2002,Energie et services de Seyssel,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,4469.454,33,0.969,0,Auvergne-Rhône-Alpes
2003,Energie et services de Seyssel,Entreprises,Tertiaire,Hébergement médico-social et social,1928.027,8,1.0,0,Auvergne-Rhône-Alpes
2004,Energie et services de Seyssel,Entreprises,Tertiaire,Activités des organisations associatives,149.492,1,1.0,0,Auvergne-Rhône-Alpes
2005,Energie et services de Seyssel,Petits professionels,Tertiaire,0,21053.048,1769,0.0952,0,Auvergne-Rhône-Alpes
2006,Energies-services Sainte Marie aux Chênes,Entreprises,Industrie,Industries alimentaires,17367.824,3,0.999,0,Grand Est
2007,Energies-services Sainte Marie aux Chênes,Entreprises,Tertiaire,Activités des sièges sociaux ; conseil de gestion,163.727,1,0.906,0,Grand Est
2008,Energies-services Sainte Marie aux Chênes,Petits professionels,Industrie,0,55.121,5,0.249,0,Grand Est
2009,Energies-services Sainte Marie aux Chênes,Petits professionels,Tertiaire,0,1048.224,91,0.678,0,Grand Est
2010,Energies et services Creutzwald,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",324.5,2,0.818,0,Grand Est
2011,Energies et services Creutzwald,Entreprises,Tertiaire,"Collecte, traitement et élimination des déchets ; récupération",63.769,2,0.811,0,Grand Est
2012,Energies et services Creutzwald,Entreprises,Tertiaire,"Commerce de gros, à l'exception des automobiles et des motocycles",791.843,4,0.982,0,Grand Est
2013,Energies et services Creutzwald,Entreprises,Tertiaire,Transports terrestres et transport par conduites,199.348,1,0.892,0,Grand Est
2014,Energies et services Creutzwald,Entreprises,Tertiaire,Entreposage et services auxiliaires des transports,645.322,4,0.948,0,Grand Est
2015,Energies et services Creutzwald,Entreprises,Tertiaire,Restauration,104.524,2,0.633,0,Grand Est
2016,Energies et services Creutzwald,Entreprises,Tertiaire,Recherche-développement scientifique,90.917,1,0.912,0,Grand Est
2017,Energies et services Creutzwald,Entreprises,Tertiaire,Enseignement,162.087,1,1.0,0,Grand Est
2018,Energies et services Creutzwald,Entreprises,Tertiaire,Activités des organisations associatives,49.556,1,0.888,0,Grand Est
2019,Energies et services d'Hagondange,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,718.072,2,0.999,0,Grand Est
2020,Energies et services d'Hagondange,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,128.55,2,0.895,0,Grand Est
2021,Energies et services d'Hagondange,Entreprises,Tertiaire,Activités immobilières,12.103,1,0.768,0,Grand Est
2022,Energies et services d'Hagondange,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",2106.761,1,1.0,0,Grand Est
2023,Energies et services d'Hagondange,Petits professionels,Secteur Inconnu,0,6390.881,956,0.757,0,Grand Est
2024,Energies et services Hombourg-Haut,Petits professionels,Tertiaire,0,422.038,298,0.62,0,Grand Est
2025,Energies et services Hombourg-Haut,Résidentiel,Résidentiel,0,37220.757,2775,0.632,0,Grand Est
2026,Energies et services Pierrevillers,Résidentiel,Résidentiel,0,2786.834,646,0.333,0,Grand Est
2027,Energies et Services Sarre-Union,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",82.556,1,1.0,0,Grand Est
2028,Energies et Services Sarre-Union,Entreprises,Industrie,Travaux de construction spécialisés,1192.496,2,0.998,0,Grand Est
2029,Energies et Services Sarre-Union,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,72.295,2,0.935,0,Grand Est
2030,Energies et Services Sarre-Union,Entreprises,Tertiaire,Activités administratives et autres activités de soutien aux entreprises,49.532,1,0.88,0,Grand Est
2031,Energies et Services Sarre-Union,Entreprises,Tertiaire,Enseignement,156.902,1,1.0,0,Grand Est
2032,Energies et Services Sarre-Union,Résidentiel,Résidentiel,0,6005.7,1419,0.648,0,Grand Est
2033,Energies et services Schoeneck,Entreprises,Secteur Inconnu,0,3291.675,12,0.978,0,Grand Est
2034,Energies et services Schoeneck,Petits professionels,Secteur Inconnu,0,566.126,72,0.496,0,Grand Est
2035,Energies et services Schoeneck,Résidentiel,Résidentiel,0,8062.283,1243,0.595,0,Grand Est
2036,Energies et Services ville d'Amneville,Entreprises,Industrie,Métallurgie,142.188,2,0.776,0,Grand Est
2037,Energies et Services ville d'Amneville,Entreprises,Industrie,"Fabrication de produits métalliques, à l'exception des machines et des équipements",482.184,3,0.971,0,Grand Est
2038,Energies et Services ville d'Amneville,Entreprises,Industrie,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",1162.349,5,0.868,0,Grand Est
2039,Energies et Services ville d'Amneville,Entreprises,Industrie,Construction de bâtiments,60.515,1,0.0,0,Grand Est
2040,Energies et Services ville d'Amneville,Entreprises,Industrie,Travaux de construction spécialisés,253.058,4,0.65,0,Grand Est
2041,Energies et Services ville d'Amneville,Entreprises,Tertiaire,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",604.311,1,1.0,0,Grand Est
2042,Energies et Services ville d'Amneville,Entreprises,Tertiaire,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",4313.472,3,0.985,0,Grand Est
2043,Energies et Services ville d'Amneville,Entreprises,Tertiaire,"Activités sportives, récréatives et de loisirs",220.347,2,0.822,0,Grand Est
2044,Energies et Services ville d'Amneville,Petits professionels,Secteur Inconnu,0,6399.379,1080,0.579,0,Grand Est
2045,Energies et Services ville d'Amneville,Résidentiel,Résidentiel,0,37608.8,10697,0.383,0,Grand Est
2046,Energies Services Lannemezan,Résidentiel,Résidentiel,0,18056.0,3979,0.0,0,Occitanie
2047,Energies Services Lavaur,Entreprises,Agriculture,0,575.0,10,0.9,0,Occitanie
2048,Energies Services Lavaur,Entreprises,Industrie,Industries alimentaires,1970.0,9,0.9,0,Occitanie
2049,Energies Services Lavaur,Entreprises,Industrie,Fabrication d'autres produits minéraux non métalliques,372.0,2,0.9,0,Occitanie
2050,Energies Services Lavaur,Entreprises,Tertiaire,Commerce et réparation d'automobiles et de motocycles,133.0,4,0.9,0,Occitanie
2051,Energies Services Lavaur,Entreprises,Tertiaire,Administration publique et défense ; sécurité sociale obligatoire,1020.0,12,0.9,0,Occitanie
2052,Energies Services Lavaur,Entreprises,Tertiaire,Enseignement,765.0,3,0.9,0,Occitanie
2053,Energies Services Lavaur,Entreprises,Tertiaire,Hébergement médico-social et social,826.0,4,0.9,0,Occitanie
2054,Energies Services Lavaur,Entreprises,Tertiaire,Action sociale sans hébergement,762.0,4,0.9,0,Occitanie
2055,Energies Services Lavaur,Entreprises,Tertiaire,"Activités créatives, artistiques et de spectacle",11.0,1,0.9,0,Occitanie
2056,Energies Services Lavaur,Petits professionels,Agriculture,0,545.0,63,0.5,0,Occitanie
2057,Energies Services Lavaur,Petits professionels,Tertiaire,0,12565.0,1073,0.5,0,Occitanie
2059,Energis,Entreprises,Secteur Inconnu,0,211117.306,84,1.0,0,Grand Est
